Unnamed: 0,Email Text,Email Type
767,"on thu, 2002-08-15 at 10:53, erik williamson wrote:
> > 
> > that's not the same problem. making a rpm from given binaries is simple.
> > 
> 
> sweet - do you know where can i find out more info on this?  officially no. but also on my ftp://people.redhat.com/ckloiber page is
rpms for the rar-3.00 file archiving/unarchiving program. this is
distributed as a binary tarball only, and i repackaged it based
originally on an earlier version of rar i found on the net, just for
practice. it also makes use of subpackages, and i was both proud of
myself for getting it to work, and sickened that i repackaged
binary-only crap. enjoy.-- 
chris kloiber_______________________________________________
rpm-list mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",Safe Email
768,"offsite meeting - - great divide lodge - - invited guest list gentlemen : attached please find the "" proposed "" final invitees list for the technical , research , and operations offsite meeting to be held april 27 - 29 , 2000 at the great divide lodge in breckenridge , colorado . i am working with shirley crenshaw to secure cost - efficient travel and meeting arrangements for the entire group . in order to secure a group rate , we must make sure we have a "" final headcount "" in place . please let me know by tuesday , march 28 th at 12 : 00 noon if you have any additions or corrections to the attached list . many thanks in advance for your prompt attention !",Safe Email
769,"thank you graham pl . # 207 austin , tx 78705 ( 512 ) 4746683 november 30 , 2000 dear mr . kaminski : thank you for the opportunity to interview today for a position with enron company . i enjoyed meeting you and learning more about your company and the interesting work done by enron . the interview strengthened my interest in working for enron company . my education and experience fit nicely with the job requirements , and i am confident i can make a positive contribution to the company . i want to reiterate my strong interest in enron company and in working with you and your staff . after further investigating your well - established company , i am eager to reaffirm my interest in the position . please feel free to contact me at ( 512 ) 4746683 or at knirel @ mail . utexas . edu if i can provide you with any additional information . again , thank you for your consideration . i hope to hear from you soon regarding your decision . sincerely , nina knirel do you yahoo ! ? yahoo ! shopping - thousands of stores . millions of products . http : / / shopping . yahoo . com /",Safe Email
770,"formal invite for chase . secrets revealed . how do porn stars perform , stay strong and hard even after cumming ! grow upto "" 8 "" inches ! the answer is here . turn off notifications here . ub international exports ltd st . jan # 3341 belize city , belize",Phishing Email
771,"east power ' s hotlist louise , at david ' s request , attached please find east power ' s hotlist which includes a brief description of each deal . thanks , paula .",Safe Email
772,"gary murphy:
>how do you intend to take legal (and/or violent) action against people a 
>world away and in a culture you can barely understand let alone
>understand how to properly bribe? i'm not so hopeful this method can work 
>against aromatherapy viagra when we can't even track and convict murderous 
>nigerian mafia, and they are blatant!spammers fall into two categories. the more
difficult case are those whose back-end business
can be executed entirely in a foreign nation, such
as the 419 spammers. and you're right: there's not
much we can do about those, except filter them in
various ways. but the vast majority of spammers
have a back-end business that requires a native
presence. debt consolidation. mortgages. herbalife
and other mlms. even porn sites require credit
card transactions. that means the people responsible
can be found.>i don't know of any law that specifically /exempts/ them from lawsuits, 
>it's just that no one has yet succeeded in any important way.there have been some successful suits, but (a) it
takes too much effort, and (b) the result isn't enough
to deter the spammer. but you're talking about action
constrained by law. in an anarchy, people act more
directly, with less cost, and to more effect. spammers
very quickly would learn their lesson. except for the
ones who ply their scam in a foreign country.of course, that's assuming there are isps and other
infrastructure in an anarchy. arguing about how things
would work without the state involves a large degree
of counterfactual reasoning.>no lawmaker has ever been even a tenth the catalyst on improving the 
>quality of life in britain and the western world as did central heating and 
>the invention of one a.j.crapper.hmm. i've lived most of my life in houses that did
not have central heating, including my current abode.
as to the crapper, it did not do nearly as much to
improve waste management in cities as did the public
sewers which it feeds, and the water lines that supply
it. without these, you would find that a chamber pot
works just as well.
_________________________________________________________________
msn photos is the easiest way to share and print your photos: 
http://photos.msn.com/support/worldwide.aspxhttp://xent.com/mailman/listinfo/fork
",Safe Email
773,"fw : wt leg issues here is our list from the strategy meeting . thanks , kim . - - - - - original message - - - - - from : gottsponer , morgan sent : tuesday , august 14 , 2001 6 : 38 am to : watson , kimberly subject : wt leg issues kim - listed below are the issues , pretty much as written , in the meeting on the west texas leg . some are self - explanatory while others are somewhat cryptic . i will follow up with a list that better defines each issue , and you might have your guys think about each as well . we ' ll get back together soon ( i ' m not sure i can do it this week ) , and discuss an action plan . - cs 9 fuel - atoka lateral we have both supply and market opportunities within the lateral itself - turbocharge the atoka # 3 units - look at zia pressure obligation on the contract - agave replacement gas at atoka # 3 - complete the loop between wt - 1 and wt - 2 - coolers to wt - 2 - pecos compressor re - wheel and engine upgrade - 200 300 ( wt - 2 to pecos ) flow study - look at block valve 16 bi - directional interconnect w / sid richardson , and ability flow incremental above 340 on the total system - look at keystone into nng ; back to tw south of wt - 2 - check pressure of stations 6 & 7 , and pnm receipts - maop restriction on panhandle leg due to encroachment let ' s talk . thanks , mg",Safe Email
774,"re : price process parameter esimator michael , i think you mean price process parameter esimator . it is under o : \ research \ exotica \ prices \ reversion 97 _ trend . xls tanya "" michael schilmoeller "" on 05 / 11 / 2000 05 : 04 : 20 pm to : ttamarc @ enron . com cc : gmasson @ enron . com , vkamins @ enron . com , mike _ niman @ pgn . com subject : price process simulator hi tanya , hope things go well for you . can i get a copy of the price process simulator you wrote ? it would be helpful in developing a plant dispatch module for monet , the power systems simulation model i co - authrored . thank you , michael",Safe Email
775,"fw : you are invited to an open season reception for desert crossing gas storage and transportation system did you see this ? lorna - - - - - original message - - - - - from : marketing @ desert - crossing . com [ mailto : marketing @ desert - crossing . com ] sent : thursday , january 10 , 2002 2 : 51 am to : brennan , lorna subject : you are invited to an open season reception for desert crossing gas storage and transportation system open season has officially started today for the new desert crossing gas storage and transportation system . allegheny energy supply , salt river project and sempra energy resources invite you to visit with them at one of their open season receptions . you will be receiving in the mail over the next day or so an invitation to attend a shippers meeting for the new storage and pipeline facility . these meetings are designed to communicate the benefits of contracting for desert crossing capacity to potentially interested customers for this , the largest proposed gas storage facility in the us southwest . we would like you to join us , along with the project ' s three sponsors - - - allegheny energy supply , salt river project ( srp ) and sempra energy resources to discuss any issues or questions which you might have . the meetings will be taking place at key locations across the southwest , during four consecutive afternoons next week , starting on tuesday , january 15 th , in san diego . wednesday and thursday ' s meetings will be in houston , and friday ' s meeting in phoenix . all meetings begin at 2 : 00 pm , local time , with a cocktail reception commencing at 4 : 00 pm . representatives will be available to discuss reserving capacity on the desert crossing gas storage and transportation system . the following are the dates and times of each of the open season receptions : tuesday , january 15 , 2002 in san diego hyatt regency islandia 1441 quivira road san diego , california 2 - 4 pm reception 4 - 5 pm cocktails wednesday , january 16 , 2002 in houston , galleria hotel derek 2525 west loop south at westheimer houston , texas 2 - 4 pm reception 4 - 5 pm cocktails thursday , january 17 , 2002 in houston , downtown the four seasons hotel 1300 lamar street houston , texas 2 - 4 pm reception 4 - 5 pm cocktails friday , january 18 , 2002 in phoenix phoenix pointe south mountain resort 7777 south pointe parkway e . phoenix , arizona 2 - 4 pm reception 4 - 5 pm cocktails please rsvp to skipping stone at 1 - 281 - 987 - 8166 or toll - free 1 - 877 - 200 - 5229 . the hotels have a limited number of rooms reserved at a discount . for more information , visit www . desert - crossing . com we look forward to seeing you at the desert crossing shippers meeting next week !",Safe Email
776,brand name and generic drugs floodgate bound tradesman granary climb frankfurt omega affect epilogue get any prescription drug you want ! absolutely no doctor ' s appointments needed ! lowest prices on brand name and generic drvgs ! stop getting promotional material here likewise motive imitable doltish ball superposable ruthenium wan operate purse,Phishing Email
777," request for urgent business assistance
--------------------------------------
your contact was availed to me by the chamber of
commerce. it was given  to me because of my diplomatic 
status as i did not disclose the actual reasons for 
which i sought your contact. but i was
assured that you are reputable and trustworthy if you
will be of assistance. 
i am laurent mpeti kabila (jnr) the second son of
late president laurent desire kabila the immediate
past president of the democratic republic of congo in
africa who was murdered by his opposition through his 
personal bodyguards in his bedroom on tuesday 16th january, 2001.
i have the privilege of being mandated by my father colleagues 
to seek your immediate and urgent co-operation to receive into
your bank account the sum of us $25m.(twenty-five million dollars)
and some thousands carats of diamond. 
this money and treasures was lodged in a vault with a
security firm in europe and south-africa.sources of diamonds and fund
in august 2000, my father as a defence minister and president has a 
meeting with his cabinet and armychief about the defence budget for
2000 to 2001 which was us $700m. so he directed one of his best
friend. frederic kibasa maliba who was a minister of
mines and a political party leader known as the union sacree de, 
i opposition radicale et ses allies (usoral) to buy arms
with us $200m on 5th january 2001; for him to finalized the arms
deal,
my father was murdered. f.k. maliba (fkm) and i have decided to keep
the money with a foreigner after which he will use it to contest for
the political election. inspite of all this we have resolved to
present your or your company for the firm to pay it into your
nominated 
account the above sum and diamonds. this transaction should be
finalized within
seven (7) working days and for your co-operation and partnership, we
have unanimously agreed that you will be entitled to 5.5% of the money
when successfully receive it in your account. the nature of your
business is not relevant to the successful execution of this
transaction what we
require is your total co-operation and commitment to ensure 100%
risk-free transaction at both ends and to protect the persons
involved in this
transaction, strict confidence and utmost secrecy is required
even after the successful conclusion of this transaction. if this
proposal is acceptable to you, kindly provide me with your personal
telephone
and fax through my e-mail box for immediate commencement of the
transaction. 
all correspondence is for the attention of my counsel:joseph edward.
i count on your honour to keep my secret, secret.
looking forward for your urgent reply
thanks.
best regards
  
mpeti l. kabila (jnr)-- 
irish linux users' group social events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
list maintainer: listmaster@linux.ie",Phishing Email
778,"per nelson ferries ( dealmaker ) : we do pay spinnaker i - . 08 . o ' neal , could you please change the base purchase deals to reflect that price . i changed the transport tickets to show that we pay nothing . thanks , ami",Safe Email
779,"lv cogen presentation attached please find the presentation for the 11 : 30 conference call - - - - - - - - - - - - - - - - - - - - - - forwarded by christopher f calger / pdx / ect on 04 / 16 / 2001 07 : 49 am - - - - - - - - - - - - - - - - - - - - - - - - - - - mollie gustafson 04 / 15 / 2001 07 : 38 pm to : christopher f calger / pdx / ect @ ect , jim gilbert / pdx / ect @ ect , jonalan page / pdx / ect @ ect cc : subject : ppt revised again . second revision",Safe Email
780,">>from egg to drummies: 10 weeks from farm to food
by  larry barretthttp://www.baselinemag.com/article2/0,3959,369038,00.aspmy breasts have been halved, breaded and shipped to their current
resting-place on a shelf in a supermarket in denver. my legs should be
arriving in moscow any time now. all my feathers have been processed and are
now being eaten by cattle somewhere in texas. my blood and bones have been
rendered for cat food, fertilizer and who-knows- what else. my wings have
been seasoned with barbecue sauce and served with a side of ranch dressing
and celery at some bar and grill in new york city. my feet? well, they're
headed to asia where i'm told they're something of a delicacy.-----------so, a couple of things intrigued me about this byline, and its associated
main article:
and on the 47th day, this chicken went to market
by  debbie gage
http://www.baselinemag.com/article2/0,3959,367672,00.asp- i had no idea how much computer controls played into the raising of
livestock
- i had no idea how fast a chicken is raised these daysit also strikes me that it will not be very long before livestock is
genetically engineered to be dumber and meatier, and better adapted to
living in industrial conditions.- jimhttp://xent.com/mailman/listinfo/fork
",Safe Email
781,"just released ! 10 million ! ! ! it was just released ! ! introducing . . . millions vol . 1a we took a total of over 92 million email addresses from many of the touted cd 's that are out there ( bought them all - some were $ 300 + ) ! we added the millions we had in storage to those . when we combined them all , we had in excess of 100 + million addresses in one huge file . we then ran a super "" sort / de-dupe "" program against this huge list . it cut the file down to less than 25 million ! ! ! can you believe that ? it seems that most people that are selling cd 's are duping the public by putting numerous files of addresses in the cd over and over . this created many duplicate addresses . they also had many program "" generated "" email addresses like compuserve , mci , anon 's , etc . this causes a tremendous amount of undeliverables , and for those that use stealth programs , clogs up servers quickly with trash , etc . we then ran a program that contained 1800 + keywords to remove addresses with vulgarity , profanity , sex-related names , postmaster , webmaster , flamer , abuse , spam , etc . , etc . also eliminated all . edu , . mil , . org , . gov , etc . after that list was run against the remaining list , it reduced it down to near 10 million addresses ! so , you see , our list will save people hundreds of dollars buying all others that are out there on cd and otherwise . using ours will be like using the 100 + million that we started with , but a lot less money and alot less time ! ! we also purchased cyber - promos ( $ 995 . 00 ) cd . we received it just prior to finishing production work on the new cd . we had our people take a random sample of 300 , 000 addresses from the touted 2 . 9 that they advertised . we used a program that allows us to take a random sample of addresses from any list . we were able to have the program take every 9th address , thus giving us a 300 , 000 list of cyber 's email addresses from top to bottom . we cleaned these , and came up with about 100 , 000 addresses . these are also mixed in . we also included a 6 + million "" remove / flamer "" file broke into seperate files for ease of extracting and adding to your own database of removes . "" you can buy from the rest or you can buy from the best . your choice . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ what others are saying : "" i received the cd on friday evening . like a kid with a new toy , i immediately started bulking out using the new email addresses . over the course of the weekend , i emailed out over 500 , 000 emails and i received less than twenty undeliverables ! ! i am totally satisfied with my purchase ! ! thanks premier ! ! "" dave buckley houston , tx "" this list is worth it 's weight in gold ! ! i sent out 100 , 000 emails for my product and received over 55 orders ! ann colby new orleans , la * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * here ' s the bottom line here is what you get when you order today ! > > 10 million email addresses . . . 1 per line in simple text format on a cd . files are in lots of 5 , 000 ( no codes needed to open files ) . all files are separated by domain name for your convenience . plus you receive a tremendous remove list ! 6 million + > > > now only $ 150 . 00 ! this price is effective for the next seven days , thereafter the price will be $ 199 . 00 so order now ! all lists are completely free of any duplicates . we also on a continual basis , add new names and remove undeliverables and remove requests . the result is the cleanest email addresses available anywhere to use over and over again , for a fraction of the cost that other companies charge . typical rates for acquiring email lists are from 1 cent to as high as 3 cents per email address - that 's "" information highway "" robbery ! . * * * added bonus * * * all our customers will have access to our updates on the cd volume they purchase . that 's right , we continually work on our cd . who knows when those other cds were made . we ' re constantly adding and deleting addresses , removes . etc . it all comes back to quality . no one else offers that ! do n't even hesitate on this one or you will miss out on the most effective way to market anywhere . . . period ! if you have any further questions or to place an order by phone , please do not hesitate to call us at : 800-600 - 0343 ext . 2693 to order our email package , simply print out the ez order form below and fax or mail it to our office today . we accept visa , mastercard , amex , checks by fax . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ez order form _ _ _ _ _ yes ! i would like to order millions vol . 1a email addresses for only $ 150 . 00 . * please select one of the following for shipping . . _ _ _ _ i would like to receive my package overnight . i ' m including $ 15 for shipping . ( outside us add an additional $ 25 for shipping ) _ _ _ _ i would like to receive my package 2 day delivery . i ' m including $ 10 for shipping . ( outside us add an additional $ 25 for shipping ) date _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ company name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ city , state , zip _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ phone numbers _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ fax numbers _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ email address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ type of credit card : _ _ _ _ _ _ visa _ _ _ _ _ mastercard credit card # _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ expiration date _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ name on card _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ amount $ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ( required ) signature : x _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ date : x _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ you may fax your order to us at : 1-212 - 504-8192 check by fax services ! if you would like to fax a check , paste your check below and fax it to our office along with all forms to : 1-212 - 504-8192 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 24 hour fax services * * * please paste your check here and fax it to us at 1-212 - 504-8192 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * if you fax a check , there is no need for you to send the original check . we will draft up a new check , with the exact information from your original check . all checks will be held for bank clearance . ( 7-10 days ) make payable to : "" gd publishing """,Phishing Email
782,"notice : here is the money we owe you dear applicant , after further review upon receiving your application your current mortgage qualifies for a 3 % lower rate . your new monthly payment will be as low as $ 340 / month for a $ 200 , 000 loan . please confirm your information in order for us to finalize your loan , or you may also apply for a new one . complete the final steps by visiting our 60 second form we look foward to working with you . thank you , carmen scaro , account manager neliro and associates , llc . - - - - - - - - - - - - - - - - - - - - - - - not interested - http : / / www . bmrefi . net / book . php",Phishing Email
783,"descriptive linguistics sanford b . steever , ed , , the dravidian languages this authoritative reference provides unique descriptions of 11 dravidian languages , covering their historical development with discussions of their specialized linguistic structures and features . each chapter combines modern linguistic theory with traditional historical linguistics and a uniform chapter structure allows for easy comparison between the individual languages . two further chapters provide general information about the language family - - the introduction covers the history , cultural implications and linguistic background , and a separate article on dravidian writing systems . written by a team of experts , each language chapter offers a detailed analysis of phonology , morpology , syntax and lexicon . routledge language family descriptions routledge : 1998 : 464 pp cl : 0 415 10023 2 : # d3366 : $ 160 . 00 for more information on these and other titles from : routledge london * new york in north america : www . routledge-ny . com elsewhere : www . routledge . com",Safe Email
784,"lose up to 19 % weight . a new weightloss is here . hello , i have a special offer for you . . . want to lose weight ? the most powerful weightloss is now available without prescription . all natural adipren 720 100 % money back guarant?e ! - lose up to 19 % total body weight . - up to 300 % more weight loss while dieting . - loss of 20 - 35 % abdominal fat . - reduction of 40 - 70 % overall fat under skin . - increase metabolic rate by 76 . 9 % without exercise . - burns calorized fat . - suppresses appetite for sugar . - boost your confidence level and self esteem . get the facts about all - natural adipren 720 : http : / / adiprenl 1 . com / - - - - system information - - - - locale ) values several activity and distinction java mailing categories native fallback textual shared invoking can expectations string phonebook provider individuals called general usage guidance cases in an implemented think implementations times without implies systems serve january vary stroke - radical id any",Phishing Email
785,empty,Phishing Email
786,"i hope you all don't mind me creating a new thread and adding a cc: to
spamassassin-devel.  i want to make sure everyone reads craig's email.
(i don't really have any comments other than to endorse it and suggest
creating a branch asap.)craig r.hughes  writes:> ok folks...  i think there's been some confusion, so i recommend 
> the following:
> 
> 1. use the cvs tag spamassassin_pre_2_4_0 which i just created 
> to generate your mass-checks
> 2. submit the results via rsync in the usual way asap
> 3. justin and i will cooperate on running the ga sometime around 
> midnight pst (gmt-0800) on thursday/friday
> 
> any good data that's in the rsync corpus by that time will be 
> used to feed the ga.  that will give everyone about 48 hours 
> from now to generate the logs and submit them, plus it'll give 
> justin and me about 48 hours to tinker with the ga (and 
> hopefully get it compiling again on my machine grumble 
> grumble).  that should then yield a 2.40 release sometime on 
> friday, possibly saturday if we need to do multiple ga runs to 
> tweak things properly.
> 
> c
> 
> ps volunteering justin here, since i suspect he's probably fast 
> asleep right now.",Safe Email
787,"cera conference call audio replay now available if you were not able to attend the call on monday . you can listen to it via replay if you want . just follow the instructions below . lorna - - - - - - - - - - - - - - - - - - - - - - forwarded by lorna brennan / et & s / enron on 11 / 15 / 2000 05 : 01 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - "" webmaster @ cera . com "" < webmaster on 11 / 15 / 2000 02 : 36 : 44 pm to : cc : subject : cera conference call audio replay now available - - - - - original message - - - - - from : webmaster @ cera . com sent : wednesday , november 15 , 2000 3 : 36 pm subject : cera conference call audio replay now available ferc ' s order for california market : bold decision of insufficient action ? conference call audio replay now available author : western energy and north american power teams e - mail category : conference call product line : western energy , north american power in a november 13 , 2000 audio - only conference call , larry makovich , cera senior director , north american electric power and mike zenker , cera director , western energy discuss : ferc ' s order for the california market : bold decision or insufficient action ? * a ferc vote for market solutions * where is the relief for retail customers ? * what ' s next for california and western wholesale markets ? * implications for the broader north american power market an audio recording of this call is available until january 13 , 2001 . to access this recording , please call 1 - 888 - 203 - 1112 ( within the u . s . ) or ( 719 ) 457 - 0820 ( outside the u . s . ) . please use confirmation number 640107 to access the call . western energy members : http : / / eprofile . cera . com / client / ce / media . cfm n . american electric power members : * * end * * account changes to edit your account information , including your e - mail address , etc . go to : http : / / www . cera . com / cfm / edit / account . cfm this electronic message and attachments , if any , contain information from cambridge energy research associates , inc . ( cera ) which is confidential and may be privileged . unauthorized disclosure , copying , distribution or use of the contents of this message or any attachments , in whole or in part , is strictly prohibited . terms of use : http : / / www . cera . com / tos . html questions / comments : webmaster @ cera . com copyright 2000 . cambridge energy research associates ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?",Safe Email
788,"my name is jeremy lessaris. i'm looking for investment properties in the midwest. the issue i've been having is that not every everyone deals with the properties i'm looking for. you know the houses that you are almost sure will not sell; maybe they're really ugly or need a lot of work or are in a bad neighborhood. but for what ever reason, the houses just don't sell.i need those houses...most of the agents i've dealt with were hesitant because there isn't much of a return for what time and effort you invest. however, the private investors i work with use ""unconventional"" private funding so we both can avoid long drawn out loan approvals. in fact most cases we just pay cash and close in a week. i am pre-qualified with greentree funding for up to $900,000 for a purchase money mortgage based on a non-owner occupied loan at 90% ltv.  (and of course you get your full commission.) i'm not a licensed real estate agent nor am i affiliated with any real estate firm, which means i can work with you just about any way you want. please don't be under the impression that we have to pay under market value to be interested. sometimes i can even pay retail price. the only guarantee i'll make is that i will not waste your time, and in most cases i can tell you over the phone whether i'm interested or not. if you are looking to purchace a project home from our inventory or would like information on forming an alliance with  synteligent properties, please contact me @ 847.366.4300 or email me @ jeremy@synteligent.com best wishes, 
jeremy lessaris
847.366.4300
www.synteligent.com
jeremy@synteligent.com
to unsubscribe: send mail to majordomo@freebsd.org
with ""unsubscribe freebsd-ports"" in the body of the message",Phishing Email
789,"wc 551 revision and notice of force majeure ( stingray p / l ) - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 31 / 2000 10 : 28 am - - - - - - - - - - - - - - - - - - - - - - - - - - - "" steve holmes "" on 05 / 31 / 2000 10 : 13 : 23 am to : , , cc : subject : wc 551 revision and notice of force majeure ( stingray p / l ) please see the attached change to west cameron 551 and the notice of force majeure . thanks , steve - wc 551 reveffo 53000 . xls - wc 551 forcemajeureo 530002 . doc",Safe Email
790,"perfect logo charset = koi 8 - r "" > thinking of breathing new life into your business ? start from revamping its front - endlogo and visualidentity . we offer creative custom design of ioqos , stationery and web - sites . under our carefui hand thesepowerful marketing toois wiil brinq a breath of fresh air into your business and make you stand out amongthe competitors . you are just a click away from your future success . ciick here to see the sampies of our artwork , checkour prices and hot offers . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",Phishing Email
791,"re : message from charles shen at williams charles , i am coordinating an offer fro you . i shall call you with the details later this week . vince charles shen on 10 / 18 / 2000 10 : 59 : 16 am to : vkamins @ enron . com cc : vkaminski @ aol . com subject : message from charles shen at williams dear vince : how are you ? it was very nice talking to you last friday , i was very impressed by your group , and very interested in this opportunity . if you need any additional information , please feel free to call me at 918 - 409 - 4308 , i look forward to hearing from you very soon . thank you . sincerely , charles do you yahoo ! ? yahoo ! messenger - talk while you surf ! it ' s free . http : / / im . yahoo . com /",Safe Email
792,"re krishnarao , pinnamaneni v review i made a mistake and put comments for another person into krishnar ' s prc . please make sure that you ignore it if i can ' t get it fixed . below is what i intended to put in . my apologies . i will get my assistant to get it deleted and put this information in on monday . it won ' t let me do it now . i guess it does not pay to leave 30 or 40 reviews to the last day . paula : please fix this for me and let vince know either that it is fixed or cannot be fixed . innovation / entrapraneurship no basis communicating goal setting no basis team work / communication excellent . very easy to work with and get along with . business instincts excellent . krishnar is consistent in asking to help out and asking what more he could do to help us out . analystical technical excellent . krishnar has a very strong grasp of what we are doing and how it should be done . overall excellent . my interactions with krishnar have been limited but positive . krishnar is always positive with a positive attitude to get the job done . strengths : very strong analytical skills with a desire to add value . areas for improvements i don ' t understand krisnar ' s role ( is leading all research people on our floor or just some ) well and have had limited interaction with him . { all has been positive when it has ocurred } this suggests that krishnar might spend more time define what his people are doing and getting feedback about their performance , and developing the project scope better .",Safe Email
793,"dublin said:
> if you copy the files from your disk to the c: partition and mark it as
> active it should work ...yeah, i figured that, but it doesn't seem to ... well, if that's the case
i'll give it another go tonight, maybe come back with some error messages.just to clarify for those who didn't understand me initially - i have a
floppy drive installed, but it doesn't physically work. there's nowhere
handy to pick one up where i am, and i don't fancy waiting a few days for
one to arrive from peats.thanks for the answers,
ciaran.
>
> you especially need io.sys, command.com and msdos.sys
>
> your cd driver .sys and read the autoexec.bat and config.sys files for
> hints on what you did with your boot floppy 
>
> p
>
> on wed, 2002-08-21 at 14:07, ciaran johnston wrote:
>> hi folks,
>> the situation is this: at home, i have a pc with 2 10gig hdds, and no
>> (working) floppy drive. i have been running linux solely for the last
>> year, but recently got the urge to, among other things, play some of
>> my windoze games. i normally install the windows partition using a
>> boot floppy which i have conveniently zipped up, but i haven't any way
>> of writing or reading a floppy.
>> so, how do i go about:
>> 1. formatting a c: drive with system files (normally i would use
>> format /s c: from the floppy).
>> 2. installing the cdrom drivers (my bootdisk (i wrote it many years
>> ago) does this normally).
>> 3. booting from the partition?
>>
>> i wiped all my linux partitions from the first drive and created
>> partitions for windows (hda1) slackware and redhat. i used cfdisk for
>> this. i made the first drive (hda) bootable. i then installed the
>> windows partition in lilo and reran lilo (installed in mbr). i copied
>> the contents of boot.zip to my new windows partition and tried to boot
>> it - all i get is a garbled line of squiggles.
>>
>> anyone any ideas? i can't think of anywhere in athlone to get a new
>> floppy drive this evening...
>>
>> thanks,
>> ciaran.
>>
>>
>>
>> --
>> irish linux users' group: ilug@linux.ie
>> http://www.linux.ie/mailman/listinfo/ilug for (un)subscription
>> information. list maintainer: listmaster@linux.ie
-- 
irish linux users' group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
list maintainer: listmaster@linux.ie",Safe Email
